"","Bat.species","Bat.family","Continent","Country","Reference","Link"
"681","Pipistrellus kuhlii","Vespertilionidae","Europe","Italy","Moreno 2017 Virology J https://doi.org/10.1186/s12985-017-0907-1","https://doi.org/10.1186/s12985-017-0907-1"
"682","Pipistrellus kuhlii","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"683","Pipistrellus minus","Vespertilionidae","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18","http://doi.org/10.1128/JVI.00116-18"
"684","Pipistrellus nathusii","Vespertilionidae","Europe","Germany, Romania, Ukraine","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503","https://dx.doi.org/10.3201%2Feid1903.121503"
"685","Pipistrellus nathusii","Vespertilionidae","Europe","Germany","Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010","https://doi.org/10.1016/j.meegid.2015.11.010"
"686","Pipistrellus nathusii","Vespertilionidae","Europe","Germany","Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439","https://dx.doi.org/10.3201%2Feid1404.071439"
"687","Pipistrellus pipistrellus","Vespertilionidae","Europe","Netherlands, Germany, Romania","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503","https://dx.doi.org/10.3201%2Feid1903.121503"
"688","Pipistrellus pipistrellus","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"689","Pipistrellus pipistrellus","Vespertilionidae","Europe","France","Goffard 2015 Viruses https://doi.org/10.3390/v7122937","https://doi.org/10.3390/v7122937"
"690","Pipistrellus pipistrellus","Vespertilionidae","Europe","Switzerland","Hardmeier 2021 PLOS ONE https://doi.org/10.1371/journal.pone.0252534","https://doi.org/10.1371/journal.pone.0252534"
"691","Pipistrellus pipistrellus","Vespertilionidae","Europe","Germany","Kohl 2021 Scientific Reports https://doi.org/10.1038/s41598-021-86435-4","https://doi.org/10.1038/s41598-021-86435-4"
"692","Pipistrellus pipistrellus","Vespertilionidae","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18","http://doi.org/10.1128/JVI.00116-18"
"693","Pipistrellus pipistrellus","Vespertilionidae","Europe","France","Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364","https://doi.org/10.3390/v9120364"
"694","Pipistrellus pipistrellus","Vespertilionidae","Europe","Netherlands","Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173","https://doi.org/10.1089/vbz.2009.0173"
"695","Pipistrellus pipistrellus","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"696","Pipistrellus pipistrellus","Vespertilionidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"697","Pipistrellus pygmaeus","Vespertilionidae","Europe","Germany, Romania, Ukraine","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503","https://dx.doi.org/10.3201%2Feid1903.121503"
"698","Pipistrellus pygmaeus","Vespertilionidae","Europe","Germany","Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010","https://doi.org/10.1016/j.meegid.2015.11.010"
"699","Pipistrellus pygmaeus","Vespertilionidae","Europe","Germany","Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439","https://dx.doi.org/10.3201%2Feid1404.071439"
"700","Pipistrellus pygmaeus","Vespertilionidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"701","Pipistrellus pygmaeus","Vespertilionidae","Europe","Denmark","Lazov 2018 Viruses https://doi.org/10.3390/v10090486","https://doi.org/10.3390/v10090486"
"702","Pipistrellus pygmaeus","Vespertilionidae","Europe","Denmark","Lazov 2021 Viruses https://doi.org/10.3390/v13061073","https://doi.org/10.3390/v13061073"
"703","Plecotus auritus","Vespertilionidae","Europe","Italy","Lecis 2018 Virus Genes https://doi.org/10.1007/s11262-018-1614-8","https://doi.org/10.1007/s11262-018-1614-8"
"704","Plecotus auritus","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"705","Plecotus taivanus","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"706","Scotophilus dinganii","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"707","Scotophilus dinganii","Vespertilionidae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"708","Scotophilus dinganii","Vespertilionidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"709","Scotophilus dinganii","Vespertilionidae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"710","Scotophilus heathii","Vespertilionidae","Asia","Bangladesh, China, Myanmar","PREDICT database http://data.predict.global/","http://data.predict.global/"
"711","Scotophilus heathii","Vespertilionidae","Asia","Myanmar","Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802","https://doi.org/10.1371/journal.pone.0230802"
"712","Scotophilus heathii","Vespertilionidae","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1","https://doi.org/10.1186/s12985-015-0289-1"
"713","Scotophilus heathii","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"714","Scotophilus kuhlii","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"715","Scotophilus kuhlii","Vespertilionidae","Asia","Vietnam","Berto 2016 ZPH https://doi.org/10.1111/zph.12362","https://doi.org/10.1111/zph.12362"
"716","Scotophilus kuhlii","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"717","Scotophilus kuhlii","Vespertilionidae","Asia","Taiwan","Chen 2018 Taiwan Veterinary Journal http://dx.doi.org/10.1142/S1682648518500063","http://dx.doi.org/10.1142/S1682648518500063"
"718","Scotophilus kuhlii","Vespertilionidae","Asia","China","Han 2019 Frontiers in Microbiology https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full"
"719","Scotophilus kuhlii","Vespertilionidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"720","Scotophilus kuhlii","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"721","Scotophilus kuhlii","Vespertilionidae","Asia","Taiwan","Su 2016 Taiwan Veterinary Journal https://doi.org/10.1142/S1682648515500171","https://doi.org/10.1142/S1682648515500171"
"722","Scotophilus kuhlii","Vespertilionidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"723","Scotophilus kuhlii","Vespertilionidae","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1","https://doi.org/10.1186/s12985-015-0289-1"
"724","Scotophilus kuhlii","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"725","Scotophilus leucogaster","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"726","Scotophilus leucogaster","Vespertilionidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"727","Scotophilus nux","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"728","Scotophilus nux","Vespertilionidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"729","Submyotodon latirostris","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"730","Tylonycteris pachypus","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"731","Tylonycteris pachypus","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"732","Tylonycteris pachypus","Vespertilionidae","Asia","China","Lau 2013 J Virol https://doi.org/10.1128/JVI.01055-13","https://doi.org/10.1128/JVI.01055-13"
"733","Tylonycteris pachypus","Vespertilionidae","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018","https://doi.org/10.1093/infdis/jiy018"
"734","Tylonycteris pachypus","Vespertilionidae","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"735","Tylonycteris pachypus","Vespertilionidae","Asia","China","Lau 2021 Nature Communications https://doi.org/10.1038/s41467-020-20458-9","https://doi.org/10.1038/s41467-020-20458-9"
"736","Tylonycteris pachypus","Vespertilionidae","Asia","China","Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9","https://doi.org/10.1007/s12250-017-3976-9"
"737","Tylonycteris pachypus","Vespertilionidae","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18","http://doi.org/10.1128/JVI.00116-18"
"738","Tylonycteris pachypus","Vespertilionidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"739","Tylonycteris pachypus","Vespertilionidae","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041","https://doi.org/10.1016/j.virol.2006.02.041"
"740","Tylonycteris pachypus","Vespertilionidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"741","Tylonycteris pachypus","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"742","Tylonycteris robustula","Vespertilionidae","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018","https://doi.org/10.1093/infdis/jiy018"
"743","Tylonycteris robustula","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"744","Vespadelus baverstocki","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"745","Vespadelus pumilus","Vespertilionidae","Oceania","Australia","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x","https://doi.org/10.1007/s10393-016-1116-x"
"746","Vespadelus regulus","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"747","Vespertilio murinus","Vespertilionidae","Europe","Switzerland","Hardmeier 2021 PLOS ONE https://doi.org/10.1371/journal.pone.0252534","https://doi.org/10.1371/journal.pone.0252534"
"748","Vespertilio sinensis","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"749","Vespertilio sinensis","Vespertilionidae","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8","https://doi.org/10.1007/s00248-017-1033-8"
"750","Vespertilio sinensis","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"751","Vespertilio superans","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"752","Vespertilio superans","Vespertilionidae","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18","http://doi.org/10.1128/JVI.00116-18"
"753","Vespertilio superans","Vespertilionidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"754","Vespertilio superans","Vespertilionidae","Asia","China","Yang 2014 EID https://dx.doi.org/10.3201%2Feid2007.140318","https://dx.doi.org/10.3201%2Feid2007.140318"
